Category,Rating,Reviews,Installs,Type,Content Rating,Genres,Android Ver,Price in Dollars,Size(in MBs),Days Since Last Update,Update Freshness
FINANCE,4.3,14627,1000000,Free,Everyone,Finance,4.1,0.0,23.0,30,Recently Updated
FINANCE,3.9,1098,100000,Free,Everyone,Finance,4.4,0.0,46.0,91,Moderately Updated
FINANCE,4.1,2898,100000,Free,Everyone,Finance,4.4,0.0,45.0,91,Moderately Updated
FINANCE,4.2,11264,1000000,Free,Everyone,Finance,4.2,0.0,24.0,43,Recently Updated
FINANCE,4.5,100997,5000000,Free,Everyone,Finance,5.0,0.0,33.0,12,Recently Updated
FINANCE,4.7,3290,50000,Free,Everyone,Finance,5.0,0.0,12.0,70,Recently Updated
FINANCE,4.4,341090,10000000,Free,Everyone,Finance,4.4,0.0,53.0,8,Recently Updated
FINANCE,4.6,964,10000,Free,Everyone,Finance,5.0,0.0,14.0,57,Recently Updated
FINANCE,4.6,87951,5000000,Free,Everyone,Finance,4.1,0.0,68.0,16,Recently Updated
FINANCE,4.4,250719,10000000,Free,Everyone,Finance,5.0,0.0,37.0,8,Recently Updated
FINANCE,4.6,510401,10000000,Free,Everyone,Finance,5.0,0.0,79.0,7,Recently Updated
FINANCE,4.3,24729,1000000,Free,Everyone,Finance,5.0,0.0,32.0,5,Recently Updated
FINANCE,4.0,78306,5000000,Free,Everyone,Finance,4.4,0.0,46.0,8,Recently Updated
FINANCE,4.4,43313,1000000,Free,Everyone,Finance,4.1,0.0,40.0,30,Recently Updated
FINANCE,4.6,1374549,10000000,Free,Everyone,Finance,5.0,0.0,32.0,16,Recently Updated
FINANCE,4.1,6998,1000000,Free,Everyone,Finance,5.0,0.0,24.0,7,Recently Updated
FOOD_AND_DRINK,3.6,145323,10000000,Free,Everyone,Food & Drink,4.4,0.0,42.0,8,Recently Updated
FOOD_AND_DRINK,Unrated,95,50000,Free,Everyone,Food & Drink,2.3,0.0,12.0,214,Moderately Updated
FOOD_AND_DRINK,4.1,64784,10000000,Free,Everyone,Food & Drink,5.0,0.0,13.0,6,Recently Updated
FOOD_AND_DRINK,4.6,32997,1000000,Free,Everyone,Food & Drink,4.1,0.0,13.0,4,Recently Updated
FOOD_AND_DRINK,Unrated,82,10000,Free,Everyone,Food & Drink,4.1,0.0,4.9,46,Recently Updated
FOOD_AND_DRINK,4.1,2473,500000,Free,Everyone,Food & Drink,4.4,0.0,14.0,11,Recently Updated
FOOD_AND_DRINK,3.7,61,50000,Free,Everyone,Food & Drink,4.1,0.0,11.0,16,Recently Updated
FOOD_AND_DRINK,4.2,68103,1000000,Free,Everyone,Food & Drink,4.4,0.0,66.0,49,Recently Updated
FOOD_AND_DRINK,3.5,10741,1000000,Free,Everyone,Food & Drink,4.2,0.0,41.0,16,Recently Updated
FOOD_AND_DRINK,4.7,3803,500000,Free,Everyone,Food & Drink,4.0,0.0,15.0,167,Moderately Updated
FOOD_AND_DRINK,4.5,155944,5000000,Free,Everyone,Food & Drink,5.0,0.0,35.0,6,Recently Updated
FOOD_AND_DRINK,4.2,10159,1000000,Free,Everyone,Food & Drink,5.0,0.0,36.0,22,Recently Updated
FOOD_AND_DRINK,4.3,28008,5000000,Free,Everyone,Food & Drink,5.0,0.0,17.0,5,Recently Updated
FOOD_AND_DRINK,4.5,455377,10000000,Free,Everyone,Food & Drink,4.4,0.0,35.0,7,Recently Updated
FOOD_AND_DRINK,4.1,32405,5000000,Free,Everyone,Food & Drink,4.1,0.0,12.0,36,Recently Updated
FOOD_AND_DRINK,4.3,19314,1000000,Free,Everyone,Food & Drink,4.4,0.0,43.0,8,Recently Updated
FOOD_AND_DRINK,3.8,21314,1000000,Free,Everyone,Food & Drink,4.4,0.0,41.0,15,Recently Updated
FOOD_AND_DRINK,3.7,731,100000,Free,Everyone,Food & Drink,4.1,0.0,43.0,14,Recently Updated
FOOD_AND_DRINK,3.6,14952,1000000,Free,Everyone,Food & Drink,4.1,0.0,39.0,61,Recently Updated
FOOD_AND_DRINK,4.8,1250,50000,Free,Everyone,Food & Drink,4.1,0.0,13.0,11,Recently Updated
FOOD_AND_DRINK,3.3,1726,500000,Free,Everyone,Food & Drink,4.4,0.0,30.0,20,Recently Updated
FOOD_AND_DRINK,4.7,14065,500000,Free,Everyone,Food & Drink,4.1,0.0,7.1,57,Recently Updated
FOOD_AND_DRINK,4.6,556,100000,Free,Teen,Food & Drink,4.0,0.0,23.0,195,Moderately Updated
FOOD_AND_DRINK,3.4,6507,1000000,Free,Everyone,Food & Drink,4.4,0.0,18.0,118,Moderately Updated
FOOD_AND_DRINK,4.5,9066,500000,Free,Everyone,Food & Drink,5.1,0.0,15.0,105,Moderately Updated
FOOD_AND_DRINK,4.4,1962,100000,Free,Everyone,Food & Drink,4.1,0.0,22.0,42,Recently Updated
FOOD_AND_DRINK,4.1,278,50000,Free,Everyone,Food & Drink,4.0,0.0,7.2,19,Recently Updated
FOOD_AND_DRINK,4.1,1268,50000,Paid,Everyone,Food & Drink,4.0,4.99,2.3,66,Recently Updated
FOOD_AND_DRINK,4.5,91359,1000000,Free,Everyone,Food & Drink,4.4,0.0,27.0,34,Recently Updated
FOOD_AND_DRINK,4.5,131569,10000000,Free,Everyone,Food & Drink,4.2,0.0,8.2,5,Recently Updated
FOOD_AND_DRINK,4.3,31986,1000000,Free,Teen,Food & Drink,5.0,0.0,76.0,258,Moderately Updated
FOOD_AND_DRINK,3.6,22875,1000000,Free,Everyone,Food & Drink,5.0,0.0,22.0,12,Recently Updated
FOOD_AND_DRINK,4.6,90242,5000000,Free,Everyone,Food & Drink,5.0,0.0,19.0,8,Recently Updated
FOOD_AND_DRINK,3.9,464,50000,Free,Everyone,Food & Drink,4.4,0.0,28.0,78,Recently Updated
FOOD_AND_DRINK,4.6,7690,100000,Free,Everyone,Food & Drink,5.0,0.0,25.0,36,Recently Updated
FOOD_AND_DRINK,4.4,321134,10000000,Free,Everyone,Food & Drink,4.1,0.0,30.0,57,Recently Updated
FOOD_AND_DRINK,4.2,3755,100000,Free,Everyone,Food & Drink,6.0,0.0,8.5,19,Recently Updated
FOOD_AND_DRINK,4.3,28009,5000000,Free,Everyone,Food & Drink,5.0,0.0,17.0,5,Recently Updated
FOOD_AND_DRINK,4.2,333208,10000000,Free,Everyone,Food & Drink,5.0,0.0,34.0,7,Recently Updated
FOOD_AND_DRINK,4.5,35218,1000000,Free,Everyone,Food & Drink,5.0,0.0,34.0,6,Recently Updated
FOOD_AND_DRINK,4.3,37517,5000000,Free,Everyone,Food & Drink,4.1,0.0,17.0,19,Recently Updated
FOOD_AND_DRINK,4.0,292969,10000000,Free,Everyone,Food & Drink,4.2,0.0,16.0,9,Recently Updated
HEALTH_AND_FITNESS,4.0,1577,500000,Free,Everyone,Health & Fitness,4.4,0.0,2.2,361,Moderately Updated
HEALTH_AND_FITNESS,4.9,38098,5000000,Free,Everyone,Health & Fitness,4.2,0.0,11.0,48,Recently Updated
HEALTH_AND_FITNESS,4.8,31139,1000000,Free,Everyone,Health & Fitness,4.1,0.0,6.9,15,Recently Updated
HEALTH_AND_FITNESS,4.9,272337,10000000,Free,Everyone,Health & Fitness,4.2,0.0,13.0,48,Recently Updated
HEALTH_AND_FITNESS,4.8,220125,10000000,Free,Everyone,Health & Fitness,4.0,0.0,11.0,8,Recently Updated
HEALTH_AND_FITNESS,4.4,400592,10000000,Free,Everyone,Health & Fitness,4.0,0.0,2.9,35,Recently Updated
HEALTH_AND_FITNESS,3.3,20098,10000000,Free,Everyone,Health & Fitness,4.4,0.0,25.0,86,Recently Updated
HEALTH_AND_FITNESS,4.7,117925,10000000,Free,Everyone,Health & Fitness,4.1,0.0,7.0,15,Recently Updated
HEALTH_AND_FITNESS,4.6,548021,10000000,Free,Everyone,Health & Fitness,4.1,0.0,27.0,6,Recently Updated
HEALTH_AND_FITNESS,4.8,48276,1000000,Free,Everyone,Health & Fitness,4.4,0.0,7.5,4,Recently Updated
HEALTH_AND_FITNESS,4.8,12705,1000000,Free,Everyone,Health & Fitness,4.0,0.0,15.0,29,Recently Updated
HEALTH_AND_FITNESS,4.5,706,100000,Free,Everyone,Health & Fitness,4.1,0.0,9.4,15,Recently Updated
HEALTH_AND_FITNESS,4.5,644,100000,Free,Everyone,Health & Fitness,4.1,0.0,5.5,14,Recently Updated
HEALTH_AND_FITNESS,4.5,6238,500000,Free,Everyone,Health & Fitness,4.1,0.0,3.9,9,Recently Updated
HEALTH_AND_FITNESS,4.5,144040,5000000,Free,Everyone,Health & Fitness,5.0,0.0,55.0,12,Recently Updated
HEALTH_AND_FITNESS,4.6,199,50000,Free,Everyone,Health & Fitness,4.1,0.0,8.8,15,Recently Updated
HEALTH_AND_FITNESS,4.5,9116,500000,Free,Everyone,Health & Fitness,4.1,0.0,4.0,9,Recently Updated
HEALTH_AND_FITNESS,4.7,2071,100000,Free,Everyone,Health & Fitness,4.1,0.0,6.9,15,Recently Updated
HEALTH_AND_FITNESS,4.7,50294,1000000,Free,Everyone,Health & Fitness,4.1,0.0,11.0,30,Recently Updated
HEALTH_AND_FITNESS,4.2,1140,500000,Free,Teen,Health & Fitness,3.0,0.0,5.5,575,Outdated
HEALTH_AND_FITNESS,4.2,14709,5000000,Free,Everyone,Health & Fitness,5.0,0.0,15.0,13,Recently Updated
HEALTH_AND_FITNESS,4.4,12029,1000000,Free,Everyone,Health & Fitness,4.2,0.0,4.3,4,Recently Updated
HEALTH_AND_FITNESS,4.6,2880,100000,Free,Everyone,Health & Fitness,4.1,0.0,7.1,15,Recently Updated
HEALTH_AND_FITNESS,4.2,270267,5000000,Free,Everyone,Health & Fitness,4.1,0.0,58.0,8,Recently Updated
HEALTH_AND_FITNESS,4.5,8642,100000,Free,Everyone,Health & Fitness,4.4,0.0,18.0,6,Recently Updated
HEALTH_AND_FITNESS,3.7,1861,1000000,Free,Everyone,Health & Fitness,2.3,0.0,1.5,51,Recently Updated
HEALTH_AND_FITNESS,4.6,299,100000,Free,Everyone,Health & Fitness,4.4,0.0,11.0,5,Recently Updated
HEALTH_AND_FITNESS,4.6,115721,10000000,Free,Everyone,Health & Fitness,5.0,0.0,67.0,28,Recently Updated
HEALTH_AND_FITNESS,4.5,183662,5000000,Free,Everyone,Health & Fitness,5.0,0.0,57.0,12,Recently Updated
HEALTH_AND_FITNESS,4.5,27393,1000000,Free,Mature 17+,Health & Fitness,4.1,0.0,59.0,23,Recently Updated
HEALTH_AND_FITNESS,4.6,10445,500000,Free,Everyone,Health & Fitness,4.4,0.0,48.0,37,Recently Updated
HEALTH_AND_FITNESS,4.0,49479,1000000,Free,Teen,Health & Fitness,5.0,0.0,57.0,29,Recently Updated
HEALTH_AND_FITNESS,4.3,4848,1000000,Free,Everyone,Health & Fitness,4.1,0.0,13.0,21,Recently Updated
HEALTH_AND_FITNESS,4.6,205299,5000000,Free,Everyone,Health & Fitness,4.1,0.0,31.0,23,Recently Updated
HEALTH_AND_FITNESS,4.5,183669,5000000,Free,Everyone,Health & Fitness,5.0,0.0,57.0,12,Recently Updated
HEALTH_AND_FITNESS,4.6,5420,500000,Free,Everyone,Health & Fitness,4.1,0.0,21.0,64,Recently Updated
HEALTH_AND_FITNESS,4.5,130104,10000000,Free,Everyone,Health & Fitness,5.0,0.0,25.0,5,Recently Updated
HEALTH_AND_FITNESS,4.6,251534,10000000,Free,Everyone,Health & Fitness,5.0,0.0,93.0,21,Recently Updated
HEALTH_AND_FITNESS,4.6,28951,1000000,Free,Everyone,Health & Fitness,4.4,0.0,60.0,23,Recently Updated
HEALTH_AND_FITNESS,4.5,106547,1000000,Free,Everyone,Health & Fitness,5.0,0.0,54.0,12,Recently Updated
HEALTH_AND_FITNESS,4.5,27396,1000000,Free,Mature 17+,Health & Fitness,4.1,0.0,59.0,23,Recently Updated
HEALTH_AND_FITNESS,4.4,38343,1000000,Free,Everyone,Health & Fitness,5.0,0.0,55.0,12,Recently Updated
HEALTH_AND_FITNESS,4.4,70769,5000000,Free,Everyone,Health & Fitness,4.0,0.0,35.0,15,Recently Updated
HEALTH_AND_FITNESS,4.5,19074,1000000,Free,Everyone,Health & Fitness,4.0,0.0,4.2,203,Moderately Updated
HEALTH_AND_FITNESS,4.6,1026,10000,Paid,Everyone,Health & Fitness,4.3,3.99,29.0,85,Recently Updated
HEALTH_AND_FITNESS,4.9,28945,500000,Free,Teen,Health & Fitness,4.2,0.0,12.0,83,Recently Updated
HEALTH_AND_FITNESS,4.4,11506,100000,Free,Everyone,Health & Fitness,4.1,0.0,15.0,6,Recently Updated
HEALTH_AND_FITNESS,4.7,11689,500000,Free,Everyone,Health & Fitness,4.4,0.0,20.0,12,Recently Updated
HEALTH_AND_FITNESS,4.6,77563,10000000,Free,Everyone,Health & Fitness,4.2,0.0,39.0,16,Recently Updated
HEALTH_AND_FITNESS,4.3,5499,100000,Free,Everyone,Health & Fitness,4.1,0.0,94.0,16,Recently Updated
HEALTH_AND_FITNESS,4.6,20301,1000000,Free,Everyone,Health & Fitness,4.3,0.0,22.0,84,Recently Updated
HEALTH_AND_FITNESS,4.6,56145,1000000,Free,Everyone,Health & Fitness,5.0,0.0,23.0,7,Recently Updated
HEALTH_AND_FITNESS,4.6,20326,1000000,Free,Teen,Health & Fitness,4.1,0.0,28.0,4,Recently Updated
HEALTH_AND_FITNESS,4.5,12955,1000000,Free,Teen,Health & Fitness,4.4,0.0,7.2,42,Recently Updated
HEALTH_AND_FITNESS,4.6,4102,500000,Free,Everyone 10+,Health & Fitness,4.2,0.0,24.0,20,Recently Updated
HEALTH_AND_FITNESS,4.8,570242,10000000,Free,Everyone,Health & Fitness,4.1,0.0,20.0,6,Recently Updated
HEALTH_AND_FITNESS,4.4,12858,500000,Free,Everyone,Health & Fitness,5.0,0.0,55.0,12,Recently Updated
HEALTH_AND_FITNESS,4.5,50679,1000000,Free,Everyone,Health & Fitness,4.4,0.0,38.0,7,Recently Updated
HEALTH_AND_FITNESS,4.3,16943,1000000,Free,Everyone,Health & Fitness,4.4,0.0,32.0,9,Recently Updated
HEALTH_AND_FITNESS,4.4,70416,5000000,Free,Everyone,Health & Fitness,4.1,0.0,23.0,12,Recently Updated
HEALTH_AND_FITNESS,4.7,15674,1000000,Free,Everyone,Health & Fitness,4.1,0.0,6.1,8,Recently Updated
HEALTH_AND_FITNESS,4.2,270294,5000000,Free,Everyone,Health & Fitness,4.1,0.0,58.0,8,Recently Updated
HEALTH_AND_FITNESS,4.5,144050,5000000,Free,Everyone,Health & Fitness,5.0,0.0,55.0,12,Recently Updated
HEALTH_AND_FITNESS,4.5,27439,1000000,Free,Everyone,Health & Fitness,5.0,0.0,19.0,23,Recently Updated
HEALTH_AND_FITNESS,4.6,24094,1000000,Free,Everyone,Health & Fitness,4.1,0.0,18.0,30,Recently Updated
HEALTH_AND_FITNESS,4.0,3061,100000,Free,Everyone,Health & Fitness,5.0,0.0,5.5,711,Outdated
HEALTH_AND_FITNESS,4.4,20547,1000000,Free,Everyone,Health & Fitness,4.1,0.0,5.7,252,Moderately Updated
HEALTH_AND_FITNESS,4.1,3405,100000,Free,Everyone,Health & Fitness,4.4,0.0,51.0,14,Recently Updated
HEALTH_AND_FITNESS,4.3,7895,500000,Free,Everyone,Health & Fitness,4.0,0.0,3.3,24,Recently Updated
HEALTH_AND_FITNESS,4.2,1324,100000,Free,Everyone,Health & Fitness,4.0,0.0,4.0,191,Moderately Updated
HEALTH_AND_FITNESS,4.5,126017,5000000,Free,Everyone,Health & Fitness,4.0,0.0,4.3,34,Recently Updated
HEALTH_AND_FITNESS,4.1,2469,100000,Free,Everyone,Health & Fitness,2.3,0.0,3.6,1477,Outdated
HEALTH_AND_FITNESS,3.7,1812,100000,Free,Everyone,Health & Fitness,4.4,0.0,37.0,15,Recently Updated
HEALTH_AND_FITNESS,4.6,4642,100000,Free,Everyone,Health & Fitness,4.1,0.0,40.0,515,Outdated
HEALTH_AND_FITNESS,4.7,16570,500000,Free,Everyone,Health & Fitness,4.4,0.0,73.0,10,Recently Updated
HEALTH_AND_FITNESS,4.4,5038,500000,Free,Everyone,Health & Fitness,4.4,0.0,10.0,24,Recently Updated
HEALTH_AND_FITNESS,4.8,31665,1000000,Free,Everyone,Health & Fitness,4.0,0.0,8.4,20,Recently Updated
HEALTH_AND_FITNESS,4.4,57634,1000000,Free,Everyone,Health & Fitness,4.1,0.0,41.0,44,Recently Updated
HOUSE_AND_HOME,4.5,417907,10000000,Free,Everyone,House & Home,4.4,0.0,34.0,7,Recently Updated
HOUSE_AND_HOME,4.8,3167,100000,Free,Everyone,House & Home,5.0,0.0,7.5,5,Recently Updated
HOUSE_AND_HOME,4.0,6000,1000000,Free,Everyone,House & Home,4.1,0.0,18.0,11,Recently Updated
HOUSE_AND_HOME,4.3,37711,1000000,Free,Everyone,House & Home,4.4,0.0,40.0,8,Recently Updated
HOUSE_AND_HOME,Unrated,174,10000,Free,Everyone,House & Home,2.3,0.0,8.7,13,Recently Updated
HOUSE_AND_HOME,3.7,2758,500000,Free,Everyone,House & Home,4.0,0.0,8.6,44,Recently Updated
HOUSE_AND_HOME,4.2,7573,1000000,Free,Everyone,House & Home,4.2,0.0,18.0,14,Recently Updated
HOUSE_AND_HOME,4.5,8481,1000000,Free,Everyone,House & Home,5.0,0.0,7.5,5,Recently Updated
HOUSE_AND_HOME,4.3,3522,100000,Free,Everyone,House & Home,4.0,0.0,15.0,6,Recently Updated
HOUSE_AND_HOME,4.6,36857,1000000,Free,Everyone,House & Home,5.0,0.0,19.0,14,Recently Updated
HOUSE_AND_HOME,4.4,23013,5000000,Free,Everyone,House & Home,4.1,0.0,26.0,22,Recently Updated
HOUSE_AND_HOME,4.7,114,10000,Free,Teen,House & Home,4.1,0.0,8.3,171,Moderately Updated
HOUSE_AND_HOME,3.4,287,100000,Free,Everyone,House & Home,4.4,0.0,27.0,71,Recently Updated
HOUSE_AND_HOME,4.3,4435,500000,Free,Everyone,House & Home,4.0,0.0,7.9,889,Outdated
HOUSE_AND_HOME,4.0,7508,1000000,Free,Everyone,House & Home,5.0,0.0,5.1,30,Recently Updated
HOUSE_AND_HOME,Unrated,160,100000,Free,Everyone,House & Home,4.0,0.0,3.1,323,Moderately Updated
HOUSE_AND_HOME,4.3,22584,1000000,Free,Everyone,House & Home,4.4,0.0,16.0,23,Recently Updated
HOUSE_AND_HOME,3.6,4087,500000,Free,Everyone,House & Home,4.1,0.0,9.2,23,Recently Updated
HOUSE_AND_HOME,4.6,2669,500000,Free,Teen,House & Home,4.1,0.0,10.0,5,Recently Updated
HOUSE_AND_HOME,4.7,126,10000,Free,Everyone,House & Home,4.0,0.0,1.9,352,Moderately Updated
HOUSE_AND_HOME,3.7,2248,100000,Free,Everyone,House & Home,4.0,0.0,15.0,5,Recently Updated
HOUSE_AND_HOME,Unrated,10,10000,Free,Everyone,House & Home,4.3,0.0,4.2,6,Recently Updated
HOUSE_AND_HOME,4.2,809,100000,Free,Everyone,House & Home,4.0,0.0,7.8,14,Recently Updated
HOUSE_AND_HOME,3.9,1478,100000,Free,Everyone,House & Home,3.0,0.0,5.7,1244,Outdated
HOUSE_AND_HOME,4.0,2382,500000,Free,Everyone,House & Home,3.0,0.0,5.9,1219,Outdated
HOUSE_AND_HOME,4.0,4450,1000000,Free,Everyone,House & Home,3.0,0.0,7.6,1240,Outdated
HOUSE_AND_HOME,4.0,515,50000,Free,Everyone,House & Home,3.0,0.0,5.8,1166,Outdated
HOUSE_AND_HOME,4.0,4465,1000000,Free,Everyone,House & Home,3.0,0.0,5.8,1251,Outdated
HOUSE_AND_HOME,4.1,2427,500000,Free,Everyone,House & Home,3.0,0.0,5.3,1245,Outdated
HOUSE_AND_HOME,3.9,6631,1000000,Free,Everyone,House & Home,3.0,0.0,5.5,1246,Outdated
HOUSE_AND_HOME,4.4,11200,1000000,Free,Everyone,House & Home,5.0,0.0,25.0,23,Recently Updated
HOUSE_AND_HOME,4.4,6896,500000,Free,Everyone,House & Home,4.1,0.0,35.0,343,Moderately Updated
HOUSE_AND_HOME,4.3,3834,500000,Free,Everyone,House & Home,4.2,0.0,30.0,8,Recently Updated
HOUSE_AND_HOME,4.1,81,50000,Free,Everyone,House & Home,4.4,0.0,16.0,173,Moderately Updated
LIBRARIES_AND_DEMO,4.6,3014,100000,Free,Everyone,Libraries & Demo,5.0,0.0,21.0,42,Recently Updated
LIBRARIES_AND_DEMO,4.1,923,100000,Free,Everyone,Libraries & Demo,2.3,0.0,4.3,1028,Outdated
LIBRARIES_AND_DEMO,Unrated,26,10000,Free,Everyone,Libraries & Demo,4.0,0.0,10.0,169,Moderately Updated
LIBRARIES_AND_DEMO,3.8,67007,5000000,Free,Everyone,Libraries & Demo,2.2,0.0,0.23,1981,Outdated
LIBRARIES_AND_DEMO,3.5,126862,10000000,Free,Everyone,Libraries & Demo,2.2,0.0,0.61,2395,Outdated
LIBRARIES_AND_DEMO,4.7,48,1000,Free,Everyone,Libraries & Demo,4.0,0.0,6.9,75,Recently Updated
LIBRARIES_AND_DEMO,4.5,929,50000,Free,Everyone,Libraries & Demo,4.0,0.0,7.0,173,Moderately Updated
LIBRARIES_AND_DEMO,4.4,783,100000,Free,Everyone,Libraries & Demo,2.2,0.0,6.4,424,Outdated
LIBRARIES_AND_DEMO,4.3,434,100000,Free,Everyone,Libraries & Demo,2.3,0.0,16.0,63,Recently Updated
LIBRARIES_AND_DEMO,4.6,237,50000,Free,Everyone,Libraries & Demo,7.1,0.0,0.01,315,Moderately Updated
LIBRARIES_AND_DEMO,4.6,2580,100000,Free,Everyone,Libraries & Demo,2.3,0.0,20.0,153,Moderately Updated
LIBRARIES_AND_DEMO,Unrated,363,100000,Free,Everyone,Libraries & Demo,2.3,0.0,2.5,583,Outdated
LIBRARIES_AND_DEMO,4.2,130272,10000000,Free,Everyone,Libraries & Demo,4.1,0.0,50.0,877,Outdated
LIBRARIES_AND_DEMO,Unrated,110,10000,Free,Everyone,Libraries & Demo,4.0,0.0,10.0,276,Moderately Updated
LIBRARIES_AND_DEMO,Unrated,91,100000,Free,Everyone,Libraries & Demo,2.3,0.0,18.0,265,Moderately Updated
LIBRARIES_AND_DEMO,Unrated,20,5000,Free,Everyone,Libraries & Demo,2.3,0.0,2.1,135,Moderately Updated
LIBRARIES_AND_DEMO,3.9,58055,5000000,Free,Everyone,Libraries & Demo,1.5,0.0,0.04,639,Outdated
LIBRARIES_AND_DEMO,3.8,7750,1000000,Free,Everyone,Libraries & Demo,1.6,0.0,0.29,2597,Outdated
LIBRARIES_AND_DEMO,4.3,6,10000,Free,Everyone,Libraries & Demo,4.2,0.0,5.5,5,Recently Updated
LIBRARIES_AND_DEMO,5.0,26,1000,Free,Everyone,Libraries & Demo,1.6,0.0,2.5,76,Recently Updated
LIBRARIES_AND_DEMO,3.2,1919,500000,Free,Everyone,Libraries & Demo,4.1,0.0,8.1,28,Recently Updated
LIBRARIES_AND_DEMO,4.5,60170,1000000,Free,Everyone,Libraries & Demo,5.0,0.0,28.0,26,Recently Updated
LIBRARIES_AND_DEMO,4.7,831,100000,Free,Everyone,Libraries & Demo,2.3,0.0,24.0,169,Moderately Updated
LIBRARIES_AND_DEMO,4.0,8671,1000000,Free,Everyone,Libraries & Demo,4.0,0.0,3.1,36,Recently Updated
LIBRARIES_AND_DEMO,4.1,20145,1000000,Free,Everyone,Libraries & Demo,1.5,0.0,0.01,2003,Outdated
LIBRARIES_AND_DEMO,3.8,912,500000,Free,Everyone,Libraries & Demo,2.3,0.0,13.0,211,Moderately Updated
LIBRARIES_AND_DEMO,4.7,2639,500000,Free,Everyone,Libraries & Demo,2.3,0.0,19.0,240,Moderately Updated
LIBRARIES_AND_DEMO,Unrated,102,50000,Free,Everyone,Libraries & Demo,2.3,0.0,21.0,38,Recently Updated
LIBRARIES_AND_DEMO,4.2,3945,500000,Free,Everyone,Libraries & Demo,3.2,0.0,9.4,211,Moderately Updated
LIBRARIES_AND_DEMO,Unrated,2221,500000,Free,Everyone,Libraries & Demo,2.3,0.0,2.4,577,Outdated
LIBRARIES_AND_DEMO,4.1,3781,1000000,Free,Everyone,Libraries & Demo,4.0,0.0,36.0,115,Moderately Updated
LIBRARIES_AND_DEMO,3.1,1267,100000,Free,Everyone,Libraries & Demo,4.4,0.0,55.0,6,Recently Updated
LIFESTYLE,4.1,18968,5000000,Free,Teen,Lifestyle,4.1,0.0,32.0,104,Moderately Updated
LIFESTYLE,4.1,47497,10000000,Free,Everyone,Lifestyle,5.0,0.0,34.0,61,Recently Updated
LIFESTYLE,4.3,601,100000,Free,Everyone,Lifestyle,2.3,0.0,5.1,231,Moderately Updated
LIFESTYLE,4.0,140995,10000000,Free,Everyone,Lifestyle;Pretend Play,4.0,0.0,100.0,23,Recently Updated
LIFESTYLE,4.6,51357,5000000,Free,Everyone,Lifestyle,4.0,0.0,80.0,8,Recently Updated
LIFESTYLE,4.4,13565,1000000,Free,Everyone,Lifestyle,4.0,0.0,3.3,3,Recently Updated
LIFESTYLE,4.3,7287,1000000,Free,Everyone,Lifestyle,2.3,0.0,5.0,643,Outdated
LIFESTYLE,4.5,100,1000000,Free,Everyone,Lifestyle,7.0,0.0,7.1,91,Moderately Updated
LIFESTYLE,4.6,116079,5000000,Free,Everyone,Lifestyle,2.3,0.0,3.2,80,Recently Updated
LIFESTYLE,4.6,815893,10000000,Free,Everyone,Lifestyle,4.1,0.0,4.4,39,Recently Updated
LIFESTYLE,4.3,985,500000,Free,Everyone,Lifestyle,7.0,0.0,16.0,69,Recently Updated
LIFESTYLE,4.4,726074,10000000,Free,Everyone,Lifestyle,4.4,0.0,45.0,6,Recently Updated
LIFESTYLE,4.4,3829,1000000,Free,Everyone,Lifestyle,4.1,0.0,23.0,68,Recently Updated
LIFESTYLE,4.3,33572,1000000,Free,Everyone,Lifestyle,4.4,0.0,37.0,6,Recently Updated
LIFESTYLE,3.5,6145,10000000,Free,Everyone,Lifestyle,5.0,0.0,13.0,769,Outdated
LIFESTYLE,4.3,34327,5000000,Free,Everyone,Lifestyle,4.0,0.0,8.1,22,Recently Updated
LIFESTYLE,4.5,7457,1000000,Free,Teen,Lifestyle,4.1,0.0,13.0,5,Recently Updated
LIFESTYLE,3.7,41941,10000000,Free,Everyone,Lifestyle,4.4,0.0,14.0,9,Recently Updated
LIFESTYLE,4.5,82145,50000000,Free,Everyone,Lifestyle,4.4,0.0,30.0,34,Recently Updated
LIFESTYLE,4.2,10944,1000000,Free,Everyone,Lifestyle,4.1,0.0,36.0,54,Recently Updated
LIFESTYLE,4.3,665,500000,Free,Everyone,Lifestyle,2.3,0.0,3.0,4,Recently Updated
LIFESTYLE,4.6,2167,500000,Free,Everyone,Lifestyle,2.3,0.0,1.4,213,Moderately Updated
LIFESTYLE,4.5,53652,1000000,Free,Everyone,Lifestyle,5.0,0.0,39.0,3,Recently Updated
LIFESTYLE,3.9,18961,5000000,Free,Everyone,Lifestyle,2.3,0.0,1.8,1049,Outdated
LIFESTYLE,3.3,9663,1000000,Free,Everyone,Lifestyle,4.4,0.0,19.0,23,Recently Updated
LIFESTYLE,4.2,23164,1000000,Free,Mature 17+,Lifestyle,5.0,0.0,10.0,15,Recently Updated
LIFESTYLE,3.2,3031,1000000,Free,Everyone,Lifestyle,4.0,0.0,2.7,36,Recently Updated
LIFESTYLE,3.5,7869,1000000,Free,Everyone,Lifestyle,4.4,0.0,21.0,7,Recently Updated
LIFESTYLE,3.7,4212,1000000,Free,Everyone,Lifestyle,2.3,0.0,20.0,14,Recently Updated
LIFESTYLE,3.8,17368,10000000,Free,Everyone,Lifestyle,4.0,0.0,14.0,42,Recently Updated
LIFESTYLE,3.8,6554,500000,Free,Teen,Lifestyle,4.1,0.0,76.0,49,Recently Updated
